"Enumeration Name","Entity Code","Entity Name","Deleted","Import-only","Comments","ADIF Version","ADIF Status"
"DXCC_Entity_Code","446","MOROCCO","","","","3.1.7","Released"
"DXCC_Entity_Code","450","NIGERIA","","","","3.1.7","Released"
"DXCC_Entity_Code","452","ZIMBABWE","","","","3.1.7","Released"
"DXCC_Entity_Code","453","REUNION I.","","","","3.1.7","Released"
"DXCC_Entity_Code","454","RWANDA","","","","3.1.7","Released"
"DXCC_Entity_Code","456","SENEGAL","","","","3.1.7","Released"
"DXCC_Entity_Code","458","SIERRA LEONE","","","","3.1.7","Released"
"DXCC_Entity_Code","460","ROTUMA I.","","","","3.1.7","Released"
"DXCC_Entity_Code","462","REPUBLIC OF SOUTH AFRICA","","","","3.1.7","Released"
"DXCC_Entity_Code","464","NAMIBIA","","","","3.1.7","Released"
"DXCC_Entity_Code","466","SUDAN","","","","3.1.7","Released"
"DXCC_Entity_Code","468","KINGDOM OF ESWATINI","","","","3.1.7","Released"
"DXCC_Entity_Code","470","TANZANIA","","","","3.1.7","Released"
"DXCC_Entity_Code","474","TUNISIA","","","","3.1.7","Released"
"DXCC_Entity_Code","478","EGYPT","","","","3.1.7","Released"
"DXCC_Entity_Code","480","BURKINA FASO","","","","3.1.7","Released"
"DXCC_Entity_Code","482","ZAMBIA","","","","3.1.7","Released"
"DXCC_Entity_Code","483","TOGO","","","","3.1.7","Released"
"DXCC_Entity_Code","488","WALVIS BAY","Deleted","","","3.1.7","Released"
"DXCC_Entity_Code","489","CONWAY REEF","","","","3.1.7","Released"
"DXCC_Entity_Code","490","BANABA I. (OCEAN I.)","","","","3.1.7","Released"
"DXCC_Entity_Code","492","YEMEN","","","","3.1.7","Released"
"DXCC_Entity_Code","493","PENGUIN IS.","Deleted","","","3.1.7","Released"
"DXCC_Entity_Code","497","CROATIA","","","","3.1.7","Released"
"DXCC_Entity_Code","499","SLOVENIA","","","","3.1.7","Released"
"DXCC_Entity_Code","501","BOSNIA-HERZEGOVINA","","","","3.1.7","Released"
"DXCC_Entity_Code","502","NORTH MACEDONIA (REPUBLIC OF)","","","","3.1.7","Released"
"DXCC_Entity_Code","503","CZECH REPUBLIC","","","","3.1.7","Released"
"DXCC_Entity_Code","504","SLOVAK REPUBLIC","","","","3.1.7","Released"
"DXCC_Entity_Code","505","PRATAS I.","","","","3.1.7","Released"
"DXCC_Entity_Code","506","SCARBOROUGH REEF","","","","3.1.7","Released"
"DXCC_Entity_Code","507","TEMOTU PROVINCE","","","","3.1.7","Released"
"DXCC_Entity_Code","508","AUSTRAL I.","","","","3.1.7","Released"
"DXCC_Entity_Code","509","MARQUESAS IS.","","","","3.1.7","Released"
"DXCC_Entity_Code","510","PALESTINE","","","","3.1.7","Released"
"DXCC_Entity_Code","511","TIMOR-LESTE","","","","3.1.7","Released"
"DXCC_Entity_Code","512","CHESTERFIELD IS.","","","","3.1.7","Released"
"DXCC_Entity_Code","513","DUCIE I.","","","","3.1.7","Released"
"DXCC_Entity_Code","514","MONTENEGRO","","","","3.1.7","Released"
"DXCC_Entity_Code","515","SWAINS I.","","","","3.1.7","Released"
"DXCC_Entity_Code","516","SAINT BARTHELEMY","","","","3.1.7","Released"
"DXCC_Entity_Code","517","CURACAO","","","","3.1.7","Released"
"DXCC_Entity_Code","518","SINT MAARTEN","","","","3.1.7","Released"
"DXCC_Entity_Code","519","SABA & ST. EUSTATIUS","","","","3.1.7","Released"
"DXCC_Entity_Code","520","BONAIRE","","","","3.1.7","Released"
"DXCC_Entity_Code","521","SOUTH SUDAN (REPUBLIC OF)","","","","3.1.7","Released"
"DXCC_Entity_Code","522","REPUBLIC OF KOSOVO","","","","3.1.7","Released"
